TIME ID,SERIES LH1,SERIES LH2,SERIES LH3,SERIES LH4,SERIES LH5,SERIES LH6,SERIES LH7,SERIES LH8,SERIES LH9,SERIES LH10,SERIES LH11,SERIES LH12,SERIES LH13,SERIES LH14,SERIES LH15,SERIES LH16,SERIES LH17,SERIES LH18,SERIES LH19,SERIES LH20,SERIES LH21,SERIES LH22,SERIES LH23,SERIES LH24,SERIES LE1,SERIES LE2,SERIES LE3,SERIES LE4,SERIES LE5,SERIES LE6,SERIES LE7,SERIES LE8,SERIES LE9,SERIES LE10,SERIES LE11,SERIES LE12,SERIES LE13,SERIES LE14,SERIES LE15,SERIES LE16,SERIES LE17,SERIES LE18,SERIES LE19,SERIES LE20,SERIES LE21,SERIES LE22,SERIES LE23,SERIES LE24,SERIES W1,SERIES W2,SERIES W3,SERIES W4,SERIES W5,SERIES W6
T13,0,0,0,0,0,0,0,0.227489487,0.227489487,0.303319316,0,0,0,0,0.568723717,0,0,0.568723717,0.379149145,0,0,0,0,0,0.582611294,0.563737134,0.630466185,0.725787631,0.733986616,0.744343891,0.627499231,0.397813846,0.560340748,0.584683003,0,0,0.614657707,0.699922931,0.582611294,0.563737134,0,0.630466185,0.725787631,0.733986616,0,0,0,0,0.236529428,0.541751527,0.369560855,0.610859523,0.586095336,0.702426152
T14,0,0,0,0,0,0,0,0.228016168,0.228016168,0.304021557,0,0,0,0,0.57004042,0,0,0.57004042,0.380026947,0,0,0,0,0,0.570959068,0.57442597,0.629809586,0.707451242,0.741156788,0.752424047,0.629652415,0.398807552,0.571935637,0.596784876,0,0,0.613607728,0.706789042,0.570959068,0.57442597,0,0.629809586,0.707451242,0.741156788,0,0,0,0,0.221608179,0.489816701,0.394753251,0.64428756,0.547531725,0.724750117
T15,0,0,0,0,0,0,0,0.22227167,0.22227167,0.296362226,0,0,0,0,0.555679174,0,0,0.555679174,0.370452783,0,0,0,0,0,0.567971318,0.58709422,0.632173342,0.711951992,0.747131931,0.769877182,0.644417102,0.448161643,0.610506389,0.602625083,0,0,0.596178076,0.725495691,0.567971318,0.58709422,0,0.632173342,0.711951992,0.747131931,0,0,0,0,0.20696325,0.416496945,0.432887133,0.688269903,0.491804906,0.751130011
T16,0,0,0,0,0,0,0,0.226301392,0.226301392,0.30173519,0,0,0,0,0.565753481,0,0,0.565753481,0.377168987,0,0,0,0,0,0.580818644,0.604513064,0.659356533,0.735789298,0.760755258,0.764705882,0.660104583,0.42994369,0.595362044,0.633271118,0,0,0.617597648,0.747915645,0.580818644,0.604513064,0,0.659356533,0.735789298,0.760755258,0,0,0,0,0.185962973,0.260692464,0.517969711,0.776672282,0.371361377,0.799091129
T17,0,0,0,0,0,0,0,0.22769771,0.22769771,0.303596946,0,0,0,0,0.569244274,0,0,0.569244274,0.379496183,0,0,0,0,0,0.634896923,0.652019002,0.685751806,0.759293216,0.766969407,0.762766645,0.656413411,0.429281219,0.608849976,0.659642363,0,0,0.652246955,0.760386744,0.634896923,0.652019002,0,0.685751806,0.759293216,0.766969407,0,0,0,0,0.185134015,0.242362525,0.528636091,0.78625173,0.356863217,0.803420283
T18,0,0,0,0,0,0,0,0.223618993,0.223618993,0.298158658,0,0,0,0,0.559047483,0,0,0.559047483,0.372698322,0,0,0,0,0,0.700627428,0.695961995,0.691529875,0.770961827,0.776051625,0.760504202,0.657028607,0.440543226,0.582110743,0.666445903,0,0,0.665266695,0.7638198,0.700627428,0.695961995,0,0.691529875,0.770961827,0.776051625,0,0,0,0,0.184581376,0.116089613,0.604178783,0.849664506,0.255955415,0.829116977
T19,0,0,0,0,0,0,0,0.223386274,0.223386274,0.297848365,0,0,0,0,0.558465684,0,0,0.558465684,0.372310456,0,0,0,0,0,0.686585001,0.685669042,0.692055154,0.781463577,0.758126195,0.768261151,0.657028607,0.43954952,0.56791292,0.663856945,0,0,0.64951701,0.762979051,0.686585001,0.685669042,0,0.692055154,0.781463577,0.758126195,0,0,0,0,0.162199503,0.118126273,0.594004037,0.859837112,0.262061118,0.846615143
T20,0,0,0,0,0,0,0,0.221708243,0.221708243,0.295610991,0,0,0,0,0.554270608,0,0,0.554270608,0.369513739,0,0,0,0,0,0.650433224,0.650831354,0.687327643,0.775629272,0.769359465,0.762120233,0.658874193,0.416031799,0.577141505,0.653440906,0,0,0.635027299,0.75043789,0.650433224,0.650831354,0,0.687327643,0.775629272,0.769359465,0,0,0,0,0.166067975,0.156822811,0.572333503,0.838554607,0.292244654,0.835781058
T21,0,0,0,0,0,0,0,0.209631323,0.209631323,0.279508431,0,0,0,0,0.524078308,0,0,0.524078308,0.349385539,0,0,0,0,0,0.59904392,0.60807601,0.679973736,0.76696116,0.763623327,0.75210084,0.65918179,0.391520371,0.578561287,0.638388825,0,0,0.615077698,0.725846003,0.59904392,0.60807601,0,0.679973736,0.76696116,0.763623327,0,0,0,0,0.218844985,0.182281059,0.578169359,0.799436978,0.30205585,0.7884678
T22,0,0,0,0,0,0,0,0.200665496,0.200665496,0.267553995,0,0,0,0,0.501663741,0,0,0.501663741,0.334442494,0,0,0,0,0,0.559306842,0.571258907,0.67209455,0.754459077,0.748804971,0.769553975,0.652722239,0.395826433,0.541646947,0.622915287,0,0,0.591138177,0.744902964,0.559306842,0.571258907,0,0.67209455,0.754459077,0.748804971,0,0,0,0,0.262227135,0.216904277,0.574748288,0.760434294,0.321077995,0.746837437
T23,0,0,0,0,0,0,0,0.194761769,0.194761769,0.259682358,0,0,0,0,0.486904422,0,0,0.486904422,0.324602948,0,0,0,0,0,0.520764864,0.53087886,0.650820749,0.726621104,0.740917782,0.775371687,0.636727161,0.384895661,0.516327496,0.604009874,0,0,0.577278454,0.739087788,0.520764864,0.53087886,0,0.650820749,0.726621104,0.740917782,0,0,0,0,0.287372202,0.256619145,0.560977394,0.728004327,0.347820876,0.718778409
T24,0,0,0,0,0,0,0,0.18290532,0.18290532,0.24387376,0,0,0,0,0.4572633,0,0,0.4572633,0.3048422,0,0,0,0,0,0.47176576,0.492082344,0.62797111,0.712452075,0.735659656,0.768584357,0.621962473,0.394170255,0.541646947,0.578120296,0,0,0.559218816,0.713655153,0.47176576,0.492082344,0,0.62797111,0.712452075,0.735659656,0,0,0,0,0.303951368,0.230142566,0.583495008,0.732953033,0.323323779,0.710810392
T25,0,0,0,0,0,0,0,0.181643735,0.181643735,0.242191647,0,0,0,0,0.454109338,0,0,0.454109338,0.302739559,0,0,0,0,0,0.441290708,0.462787015,0.607222587,0.692115353,0.722275335,0.745959922,0.604429406,0.381583306,0.573355419,0.569089048,0,0,0.551658967,0.691095075,0.441290708,0.462787015,0,0.607222587,0.692115353,0.722275335,0,0,0,0,0.319977894,0.227087576,0.591738612,0.726467265,0.317674482,0.69860017
T26,0,0,0,0,0,0,0,0.183027804,0.183027804,0.244037072,0,0,0,0,0.45756951,0,0,0.45756951,0.30504634,0,0,0,0,0,0.430236032,0.435075218,0.596191727,0.684114019,0.709130019,0.73594053,0.595201476,0.370321298,0.568386181,0.575049672,0,0,0.534229315,0.677362853,0.430236032,0.435075218,0,0.596191727,0.684114019,0.709130019,0,0,0,0,0.296767063,0.247454175,0.57023432,0.727889381,0.338609927,0.713095515
T27,0,0,0,0,0,0,0,0.186530846,0.186530846,0.248707794,0,0,0,0,0.466327114,0,0,0.466327114,0.310884743,0,0,0,0,0,0.436510308,0.422011085,0.599080762,0.678279713,0.724426386,0.757595346,0.594278683,0.376283538,0.579507809,0.574989464,0,0,0.531079378,0.676802354,0.436510308,0.422011085,0,0.599080762,0.678279713,0.724426386,0,0,0,0,0.291240674,0.227087576,0.580243724,0.740835875,0.323421926,0.721589946
T28,0,0,0,0,0,0,0,0.191809905,0.191809905,0.25574654,0,0,0,0,0.479524762,0,0,0.479524762,0.319683175,0,0,0,0,0,0.438601733,0.423990499,0.603020355,0.68528088,0.722992352,0.754363284,0.593048293,0.369658827,0.577614766,0.578842796,0,0,0.544099118,0.68114622,0.438601733,0.423990499,0,0.603020355,0.68528088,0.722992352,0,0,0,0,0.310030395,0.223014257,0.590203604,0.733477674,0.316405327,0.707372833
T29,0,0,0,0,0,0,0,0.196537786,0.196537786,0.262050382,0,0,0,0,0.491344466,0,0,0.491344466,0.327562977,0,0,0,0,0,0.460711085,0.44101346,0.615889691,0.701783631,0.730640535,0.752747253,0.601045832,0.382908248,0.548035968,0.587693419,0,0,0.564888702,0.713164717,0.460711085,0.44101346,0,0.615889691,0.701783631,0.730640535,0,0,0,0,0.233213595,0.237270876,0.550922912,0.764757765,0.343173982,0.765974949
T30,0,0,0,0,0,0,0,0.20422978,0.20422978,0.272306373,0,0,0,0,0.51057445,0,0,0.51057445,0.340382967,0,0,0,0,0,0.511204063,0.482977039,0.643204202,0.720286714,0.754541109,0.759534583,0.609043371,0.433256045,0.547089446,0.614365705,0,0,0.602057959,0.769915225,0.511204063,0.482977039,0,0.643204202,0.720286714,0.754541109,0,0,0,0,0.22133186,0.224032587,0.554113192,0.777317777,0.334959698,0.778127995
T31,0,0,0,0,0,0,0,0.22104683,0.22104683,0.294729106,0,0,0,0,0.552617075,0,0,0.552617075,0.368411383,0,0,0,0,0,0.628025097,0.57442597,0.724622456,0.766294382,0.776290631,0.778926955,0.643494309,0.458761179,0.603880738,0.677825275,0,0,0.698656027,0.803124781,0.628025097,0.57442597,0,0.724622456,0.766294382,0.776290631,0,0,0,0,0.16330478,0.200610998,0.544955313,0.818042111,0.327827842,0.829233976
T32,0,0,0,0,0,0,0,0.233050259,0.233050259,0.310733679,0,0,0,0,0.582625649,0,0,0.582625649,0.388417099,0,0,0,0,0,0.766059157,0.67418844,0.796191727,0.842307051,0.832456979,0.835164835,0.693325131,0.461742299,0.694983436,0.756818592,0,0,0.780134397,0.828207104,0.766059157,0.67418844,0,0.796191727,0.842307051,0.832456979,0,0,0,0,0.151699364,0.193482688,0.544590133,0.827408974,0.324446278,0.839943971
T33,0,0,0,0,0,0,0,0.232425591,0.232425591,0.309900788,0,0,0,0,0.581063978,0,0,0.581063978,0.387375985,0,0,0,0,0,0.837765163,0.72327791,0.822586999,0.870811802,0.864722753,0.868131868,0.719470932,0.476979132,0.702792239,0.781865254,0,0,0.809533809,0.827856793,0.837765163,0.72327791,0,0.822586999,0.870811802,0.864722753,0,0,0,0,0.159712628,0.193482688,0.547795438,0.823402342,0.322843625,0.83353336
T34,0,0,0,0,0,0,0,0.232780795,0.232780795,0.310374393,0,0,0,0,0.581951987,0,0,0.581951987,0.387967991,0,0,0,0,0,0.846429638,0.73594616,0.832698621,0.873478913,0.875,0.876212023,0.719470932,0.485922491,0.705631803,0.788548377,0,0,0.830953381,0.824073425,0.846429638,0.73594616,0,0.832698621,0.873478913,0.875,0,0,0,0,0.214147555,0.181262729,0.576901385,0.802294858,0.302180672,0.79242941
T35,0,0,0,0,0,0,0,0.237386192,0.237386192,0.316514923,0,0,0,0,0.59346548,0,0,0.59346548,0.395643654,0,0,0,0,0,0.855990439,0.749406176,0.840446487,0.890648441,0.880736138,0.906593407,0.718855737,0.457436237,0.694510175,0.80745379,0,0,0.852162957,0.825334548,0.855990439,0.749406176,0,0.840446487,0.890648441,0.880736138,0,0,0,0,0.251174358,0.134419552,0.619818012,0.807203045,0.25730077,0.772176603
T36,0,0,0,0,0,0,0,0.228187646,0.228187646,0.304250194,0,0,0,0,0.570469114,0,0,0.570469114,0.380312743,0,0,0,0,0,0.844636988,0.742280285,0.832435982,0.876479413,0.877629063,0.907563025,0.717010151,0.428949983,0.690014198,0.810163165,0,0,0.845233095,0.82778673,0.844636988,0.742280285,0,0.832435982,0.876479413,0.877629063,0,0,0,0,0.274937828,0.122199593,0.636655375,0.80143129,0.242772109,0.755609819
T37,0,0,0,0,0,0,0,0.218548157,0.218548157,0.291397542,0,0,0,0,0.546370391,0,0,0.546370391,0.364246928,0,0,0,0,0,0.797430535,0.7304038,0.824819435,0.867311219,0.874760994,0.9114415,0.708397416,0.489566081,0.69119735,0.80637004,0,0,0.821923562,0.82687592,0.797430535,0.7304038,0,0.824819435,0.867311219,0.874760994,0,0,0,0,0.242884775,0.148676171,0.607948207,0.804219527,0.270363982,0.775956946
T38,0,0,0,0,0,0,0,0.227281264,0.227281264,0.303041686,0,0,0,0,0.568203161,0,0,0.568203161,0.378802107,0,0,0,0,0,0.804003585,0.724069675,0.812212738,0.856309385,0.882409178,0.907886231,0.709935404,0.490891024,0.701372456,0.798904209,0,0,0.827593448,0.827366356,0.804003585,0.724069675,0,0.812212738,0.856309385,0.882409178,0,0,0,0,0.222160818,0.154786151,0.595992637,0.811526516,0.279396757,0.791314115
T39,0,0,0,0,0,0,0,0.221451027,0.221451027,0.295268036,0,0,0,0,0.553627567,0,0,0.553627567,0.369085045,0,0,0,0,0,0.792351359,0.71773555,0.815758372,0.86547758,0.888862333,0.911118293,0.721624116,0.487909904,0.707524846,0.802576916,0,0,0.833683326,0.84355076,0.792351359,0.71773555,0,0.815758372,0.86547758,0.888862333,0,0,0,0,0.222437137,0.147657841,0.60038015,0.814952511,0.273638845,0.792518722
T40,0,0,0,0,0,0,0,0.224145674,0.224145674,0.298860899,0,0,0,0,0.560364185,0,0,0.560364185,0.373576124,0,0,0,0,0,0.794442785,0.718527316,0.835981615,0.874645774,0.886472275,0.910795087,0.741617964,0.481947665,0.729294841,0.823348787,0,0,0.863082738,0.857142857,0.794442785,0.718527316,0,0.835981615,0.874645774,0.886472275,0,0,0,0,0.208621166,0.123217923,0.609517713,0.834080456,0.256850105,0.808459483
T41,0,0,0,0,0,0,0,0.22371698,0.22371698,0.298289307,0,0,0,0,0.559292451,0,0,0.559292451,0.372861634,0,0,0,0,0,0.844636988,0.779097387,0.863164806,0.898649775,0.898183556,0.899159664,0.73946478,0.459092415,0.737340274,0.840267325,0,0,0.891432171,0.853079241,0.844636988,0.779097387,0,0.863164806,0.898649775,0.898183556,0,0,0,0,0.210002763,0.150712831,0.593573407,0.819642203,0.278569712,0.801855223
T42,0,0,0,0,0,0,0,0.222639121,0.222639121,0.296852162,0,0,0,0,0.556597803,0,0,0.556597803,0.371065202,0,0,0,0,0,0.921422169,0.850752177,0.865922521,0.895149192,0.883604207,0.891402715,0.731467241,0.487247433,0.676053005,0.844542116,0,0,0.895842083,0.846353254,0.921422169,0.850752177,0,0.865922521,0.895149192,0.883604207,0,0,0,0,0.218016027,0.151731161,0.596167714,0.815126406,0.277781723,0.795240946
T43,0,0,0,0,0,0,0,0.225393812,0.225393812,0.300525083,0,0,0,0,0.56348453,0,0,0.56348453,0.375656354,0,0,0,0,0,0.870032865,0.829770388,0.850295469,0.879813302,0.864722753,0.877828054,0.723469702,0.475985426,0.668007572,0.829188994,0,0,0.886602268,0.842850137,0.870032865,0.829770388,0,0.850295469,0.879813302,0.864722753,0,0,0,0,0.22105554,0.155804481,0.594939527,0.81156999,0.280432477,0.791994672
T44,0,0,0,0,0,0,0,0.222688115,0.222688115,0.296917486,0,0,0,0,0.556720287,0,0,0.556720287,0.371146858,0,0,0,0,0,0.817448461,0.771971496,0.840971766,0.875645941,0.855640535,0.875565611,0.714856967,0.484928784,0.690960719,0.81389608,0,0,0.865392692,0.834302529,0.817448461,0.771971496,0,0.840971766,0.875645941,0.855640535,0,0,0,0,0.247305886,0.16598778,0.599329686,0.793353167,0.283329047,0.768957735
T45,0,0,0,0,0,0,0,0.217543788,0.217543788,0.290058384,0,0,0,0,0.54385947,0,0,0.54385947,0.36257298,0,0,0,0,0,0.758291007,0.72050673,0.819697965,0.852975496,0.844646272,0.899806076,0.709012612,0.467704538,0.686701372,0.792883376,0,0,0.831373373,0.805576963,0.758291007,0.72050673,0,0.819697965,0.852975496,0.844646272,0,0,0,0,0.273003592,0.229124236,0.571726895,0.748936086,0.32869867,0.735772279
T46,0,0,0,0,0,0,0,0.215326828,0.215326828,0.287102438,0,0,0,0,0.538317071,0,0,0.538317071,0.358878047,0,0,0,0,0,0.716761279,0.66429137,0.802101116,0.83663944,0.838432122,0.888817065,0.701630268,0.451805234,0.685518221,0.76765609,0,0,0.792314154,0.813704197,0.716761279,0.66429137,0,0.802101116,0.83663944,0.838432122,0,0,0,0,0.266095607,0.250509165,0.556132744,0.741697614,0.347188211,0.737021681
T47,0,0,0,0,0,0,0,0.203568366,0.203568366,0.271424488,0,0,0,0,0.508920916,0,0,0.508920916,0.339280611,0,0,0,0,0,0.655512399,0.60530483,0.761391989,0.816636106,0.825525813,0.872656755,0.683482006,0.448824114,0.66019877,0.733578181,0,0,0.752834943,0.801933721,0.655512399,0.60530483,0,0.761391989,0.816636106,0.825525813,0,0,0,0,0.253108594,0.143584521,0.615092725,0.801653443,0.264245898,0.768796221
T48,0,0,0,0,0,0,0,0.19314498,0.19314498,0.25752664,0,0,0,0,0.48286245,0,0,0.48286245,0.3219083,0,0,0,0,0,0.614281446,0.549485352,0.708076165,0.780463411,0.814053537,0.846153846,0.6579514,0.433918516,0.642924752,0.694743814,0,0,0.715035699,0.770545786,0.614281446,0.549485352,0,0.708076165,0.780463411,0.814053537,0,0,0,0,0.264990329,0.141547862,0.621067414,0.796730905,0.260240224,0.759698164
T49,0,0,0,0,0,0,0,0.195349692,0.195349692,0.260466256,0,0,0,0,0.488374229,0,0,0.488374229,0.32558282,0,0,0,0,0,0.561099492,0.509501188,0.671043992,0.758626438,0.782026769,0.82708468,0.6447247,0.430274925,0.63558921,0.680835691,0,0,0.662326753,0.747985707,0.561099492,0.509501188,0,0.671043992,0.758626438,0.782026769,0,0,0,0,0.280187897,0.211812627,0.584987583,0.753999738,0.313412522,0.733487157
T50,0,0,0,0,0,0,0,0.198081084,0.198081084,0.264108112,0,0,0,0,0.495202711,0,0,0.495202711,0.330135141,0,0,0,0,0,0.52823424,0.48733175,0.64990151,0.73512252,0.750239006,0.827731092,0.613964934,0.424643922,0.610269759,0.663014029,0,0,0.649937001,0.734253486,0.52823424,0.48733175,0,0.64990151,0.73512252,0.750239006,0,0,0,0,0.302017132,0.352342159,0.509401557,0.672820355,0.421470301,0.687917863
T51,0,0,0,0,0,0,0,0.197370677,0.197370677,0.263160903,0,0,0,0,0.493426694,0,0,0.493426694,0.328951129,0,0,0,0,0,0.508216313,0.461599367,0.639527249,0.724954159,0.750717017,0.823206206,0.604429406,0.422987744,0.614765736,0.657836113,0,0,0.644897102,0.729208996,0.508216313,0.461599367,0,0.639527249,0.724954159,0.750717017,0,0,0,0,0.335728102,0.285132383,0.563211811,0.689569758,0.360960286,0.674391042
T52,0,0,0,0,0,0,0,0.208492222,0.208492222,0.27798963,0,0,0,0,0.521230556,0,0,0.521230556,0.347487037,0,0,0,0,0,0.515685689,0.445368171,0.63887065,0.726454409,0.752151052,0.818358112,0.603814211,0.414044386,0.614529106,0.658438196,0,0,0.637127257,0.733692987,0.515685689,0.445368171,0,0.63887065,0.726454409,0.752151052,0,0,0,0,0.387399834,0.196537678,0.637037327,0.708031244,0.279750176,0.650772597
T53,0,0,0,0,0,0,0,0.217470298,0.217470298,0.289960397,0,0,0,0,0.543675744,0,0,0.543675744,0.362450496,0,0,0,0,0,0.53062444,0.447347585,0.646749836,0.733288881,0.752151052,0.816095669,0.609966164,0.418350447,0.619734974,0.655909447,0,0,0.646787064,0.761297555,0.53062444,0.447347585,0,0.646749836,0.733288881,0.752151052,0,0,0,0,0.399557889,0.204684318,0.637012565,0.697878897,0.283835877,0.639416825
T54,0,0,0,0,0,0,0,0.222884089,0.222884089,0.297178786,0,0,0,0,0.557210223,0,0,0.557210223,0.371473482,0,0,0,0,0,0.570062743,0.473475851,0.671306632,0.732955493,0.755975143,0.837750485,0.621962473,0.42696257,0.621864647,0.686013607,0,0,0.679126417,0.818608562,0.570062743,0.473475851,0,0.671306632,0.732955493,0.755975143,0,0,0,0,0.40370268,0.226069246,0.625839524,0.685114037,0.300114861,0.631824007
T55,0,0,0,0,0,0,0,0.241648634,0.241648634,0.322198179,0,0,0,0,0.604121586,0,0,0.604121586,0.402747724,0,0,0,0,0,0.673737676,0.552652415,0.76112935,0.7897983,0.789674952,0.875242405,0.64872347,0.460748592,0.647657359,0.749653802,0,0,0.748845023,0.852238492,0.673737676,0.552652415,0,0.76112935,0.7897983,0.789674952,0,0,0,0,0.408952749,0.293279022,0.587613686,0.648884115,0.352832668,0.614181996
T56,0,0,0,0,0,0,0,0.257473564,0.257473564,0.343298085,0,0,0,0,0.64368391,0,0,0.64368391,0.429122607,0,0,0,0,0,0.815058261,0.631828979,0.847800394,0.871311885,0.853489484,0.908532644,0.697016303,0.470023186,0.712257454,0.821181287,0,0,0.827173457,0.875639319,0.815058261,0.631828979,0,0.847800394,0.871311885,0.853489484,0,0,0,0,0.455650732,0.343177189,0.576353979,0.60058604,0.383411605,0.566843977
T57,0,0,0,0,0,0,0,0.246841955,0.246841955,0.329122606,0,0,0,0,0.617104887,0,0,0.617104887,0.411403258,0,0,0,0,0,0.881087541,0.705463183,0.873013789,0.886314386,0.888862333,0.936651584,0.719470932,0.497846969,0.693563654,0.852308989,0,0,0.862872743,0.870384642,0.881087541,0.705463183,0,0.873013789,0.886314386,0.888862333,0,0,0,0,0.473887814,0.479633401,0.501775085,0.523239393,0.488929158,0.524963069
